customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state
KB35786,,M,Bachelor,4505.85011,20284.0,65.0,1,Personal Auto,Four-Door Car,532.806637,Oregon
LX42787,,M,College,2309.596399,22567.0,69.0,0,Personal Auto,Four-Door Car,496.8,California
SS34897,,M,Bachelor,2541.523959,63546.0,64.0,0,Personal Auto,Four-Door Car,131.813652,California
ZQ92997,,M,High School or Below,6414.081362,0.0,89.0,0,Personal Auto,Four-Door Car,640.8,Nevada
OB66874,,F,College,2585.206268,28137.0,65.0,0,Personal Auto,Two-Door Car,312.0,Oregon
LE74625,,M,Master,2961.31408,22608.0,77.0,0,Personal Auto,Four-Door Car,369.6,California
QN60028,,M,Bachelor,2759.978287,92296.0,69.0,0,Corporate Auto,Two-Door Car,331.2,California
GV19121,,M,College,3341.6835,0.0,69.0,5,Personal Auto,Two-Door Car,331.2,Oregon
PS43764,,M,High School or Below,5169.49937,12430.0,73.0,0,Special Auto,Four-Door Car,350.4,Washington
YW60802,,F,High School or Below,4117.37239,0.0,116.0,0,Personal Auto,SUV,1301.796063,Oregon
UI80897,,M,High School or Below,5552.596353,50470.0,71.0,0,Corporate Auto,Two-Door Car,377.498287,Washington
VV35420,,M,High School or Below,7285.030983,44788.0,61.0,0,Personal Auto,Four-Door Car,386.031248,Arizona
RW61528,,F,College,13916.93446,52423.0,119.0,1,Corporate Auto,Four-Door Car,571.2,Nevada
LT60268,,F,College,11044.42715,29696.0,139.0,0,Personal Auto,SUV,478.107847,Nevada
VA77345,,F,College,3531.039178,26884.0,89.0,0,Special Auto,Four-Door Car,238.132215,Oregon
WG15595,,M,College,2759.618207,64388.0,69.0,0,Personal Auto,Two-Door Car,331.2,California
FZ45665,,F,Bachelor,6500.409697,0.0,61.0,0,Personal Auto,Four-Door Car,292.8,Oregon
MM90239,,M,High School or Below,6369.262355,34498.0,83.0,0,Personal Auto,Two-Door Car,398.4,Oregon
UG18431,,M,Bachelor,13083.48622,73060.0,108.0,0,Special Auto,SUV,518.4,Arizona
BE78308,,M,Bachelor,2150.906016,0.0,63.0,0,Personal Auto,Two-Door Car,453.6,Oregon
EM29019,,F,Bachelor,8447.888167,61337.0,105.0,0,Personal Auto,SUV,2.54009,Arizona
SK37917,,M,College,5075.420953,0.0,73.0,0,Corporate Auto,Two-Door Car,350.4,Nevada
DD68171,,F,Bachelor,3527.851585,59496.0,88.0,0,Personal Auto,Four-Door Car,189.144728,Arizona
NF20746,,F,Bachelor,13061.51639,0.0,180.0,0,Personal Auto,Luxury Car,1474.267145,Oregon
PY48656,,F,Master,6259.510365,37813.0,78.0,1,Corporate Auto,Four-Door Car,39.781368,Arizona
AO42003,,F,College,16681.32634,55907.0,104.0,0,Corporate Auto,SUV,499.2,Oregon
DK41858,,F,College,5791.610721,80480.0,72.0,0,Personal Auto,Four-Door Car,242.842607,Arizona
TY20016,,M,Bachelor,7980.488637,72734.0,66.0,0,Personal Auto,Two-Door Car,195.218968,Oregon
OH76118,,F,High School or Below,2767.499996,0.0,72.0,0,Personal Auto,Four-Door Car,22.326388,Washington
IZ79227,,M,Bachelor,2975.256549,36548.0,76.0,0,Personal Auto,Four-Door Car,547.2,Arizona
HN10814,,M,Master,4178.586494,62113.0,104.0,0,Personal Auto,SUV,5.894778,Arizona
OD25312,,M,College,4734.257944,0.0,67.0,0,Personal Auto,Four-Door Car,747.458052,Arizona
ZR32858,,F,Bachelor,4315.788632,41252.0,109.0,0,Personal Auto,SUV,514.059402,California
FC68244,,M,High School or Below,6126.568309,61139.0,76.0,0,Personal Auto,Four-Door Car,364.8,Oregon
VS86041,,F,Bachelor,2694.599099,26744.0,68.0,0,Corporate Auto,Two-Door Car,326.4,Arizona
EQ82942,,F,Bachelor,9338.08481,0.0,132.0,0,Personal Auto,SUV,950.4,California
ZE82255,,F,College,18680.99387,74640.0,66.0,0,Corporate Auto,Four-Door Car,375.514273,California
DA79544,,M,Bachelor,2551.349248,88126.0,64.0,1,Personal Auto,Four-Door Car,151.973156,Oregon
WG33213,,F,Bachelor,2808.078361,55005.0,70.0,1,Personal Auto,Four-Door Car,336.0,California
DP97298,,M,High School or Below,9710.286449,33190.0,123.0,0,Personal Auto,Sports Car,40.950769,California
JH73645,,M,High School or Below,15190.65404,0.0,71.0,4,Personal Auto,Four-Door Car,839.593218,California
SK98708,,F,College,4069.776372,0.0,117.0,0,Corporate Auto,Four-Door Car,609.801279,Oregon
ZZ62245,,F,High School or Below,6612.220871,0.0,97.0,2,Personal Auto,Four-Door Car,669.399277,Oregon
AU46604,,M,Bachelor,2030.783687,0.0,64.0,1,Personal Auto,Four-Door Car,731.479725,California
HD44279,,F,Bachelor,5090.44875,25226.0,71.0,1,Personal Auto,Four-Door Car,340.8,Arizona
LS99940,,F,Master,3353.381136,63398.0,83.0,0,Personal Auto,Four-Door Car,292.206784,California
EY27917,,M,Master,8532.989751,30092.0,108.0,0,Personal Auto,SUV,192.265438,Oregon
ZJ22033,,M,College,2647.519741,37876.0,69.0,0,Corporate Auto,Four-Door Car,300.056383,Washington
TZ60132,,F,High School or Below,6071.907243,12201.0,84.0,0,Corporate Auto,Four-Door Car,604.8,Oregon
XG74199,,M,College,9061.767848,37970.0,115.0,0,Personal Auto,SUV,124.967415,Oregon
YM74115,,M,Bachelor,2531.586761,28898.0,67.0,0,Corporate Auto,Four-Door Car,82.811346,Nevada
LO48126,,F,High School or Below,2467.129805,23845.0,61.0,0,Personal Auto,Four-Door Car,292.8,Oregon
NM37561,,M,High School or Below,7408.167551,62810.0,187.0,1,Corporate Auto,Luxury Car,32.874675,California
HW19141,,F,Bachelor,3452.414955,65773.0,89.0,4,Corporate Auto,Four-Door Car,245.308491,Oregon
OD21455,,M,Bachelor,4481.387593,0.0,69.0,0,Personal Auto,Four-Door Car,232.183503,California
WN14477,,M,Bachelor,21235.44557,0.0,86.0,0,Personal Auto,Four-Door Car,568.746405,California
YK88644,,M,Master,3370.074728,0.0,95.0,1,Personal Auto,Four-Door Car,476.903351,Nevada
YO41331,,F,College,3746.751625,41479.0,94.0,1,Personal Auto,Two-Door Car,19.575683,Oregon
PB39857,,M,Master,5129.608404,72433.0,126.0,0,Personal Auto,SUV,343.139611,California
NW67881,,M,Bachelor,12300.005,74586.0,103.0,0,Personal Auto,SUV,494.4,Oregon
BN13780,,F,Bachelor,18065.27192,0.0,234.0,0,Personal Auto,Luxury SUV,1135.141469,California
EZ70847,,F,College,19644.76296,67326.0,69.0,0,Corporate Auto,Four-Door Car,331.2,Washington
YR75102,,M,College,35900.07644,25285.0,114.0,0,Personal Auto,SUV,547.2,Arizona
RS30611,,M,High School or Below,6838.767672,15871.0,89.0,0,Personal Auto,Four-Door Car,427.2,Arizona
QT61438,,M,Master,6519.287872,38795.0,82.0,1,Corporate Auto,Two-Door Car,393.6,Oregon
MD44130,,M,High School or Below,5712.380598,24882.0,72.0,0,Corporate Auto,Two-Door Car,345.6,Oregon
MS78828,,F,College,5126.54272,33169.0,128.0,0,Personal Auto,SUV,614.4,Nevada
DG31826,,M,Bachelor,4984.618655,86305.0,62.0,0,Corporate Auto,Four-Door Car,80.73124,California
WW67905,,M,High School or Below,4102.199975,0.0,112.0,0,Corporate Auto,SUV,537.6,Oregon
LS92540,,F,College,4111.197013,32210.0,103.0,0,Corporate Auto,SUV,494.4,California
RP92511,,M,Bachelor,11085.87709,69090.0,139.0,0,Personal Auto,Sports Car,387.222556,Nevada
LK63879,,F,High School or Below,4745.680421,0.0,63.0,0,Personal Auto,Four-Door Car,523.337427,California
BT20606,,M,Doctor,5837.528088,83308.0,73.0,1,Personal Auto,Four-Door Car,419.471438,Arizona
WW31823,,F,High School or Below,19190.31894,39034.0,68.0,0,Personal Auto,Four-Door Car,466.446708,Oregon
MN79082,,M,College,6444.076976,46750.0,82.0,1,Corporate Auto,Two-Door Car,672.026958,Oregon
ID89933,,F,Doctor,7255.577594,39786.0,91.0,1,Personal Auto,Four-Door Car,365.835977,Oregon
NM77390,,M,High School or Below,8197.712164,56788.0,108.0,5,Special Auto,SUV,579.710188,Nevada
NN79124,,M,Bachelor,4554.911887,90156.0,114.0,0,Personal Auto,SUV,388.346716,Nevada
DF97701,,F,Bachelor,7069.740965,63867.0,89.0,1,Corporate Auto,Four-Door Car,432.361631,Oregon
EJ73184,,F,Bachelor,4743.694528,83413.0,118.0,0,Personal Auto,SUV,134.801691,California
GE43335,,M,College,4019.384424,0.0,118.0,0,Personal Auto,SUV,566.4,Nevada
HB68898,,F,Bachelor,20239.38353,36116.0,171.0,2,Corporate Auto,SUV,158.126982,Oregon
UP80657,,M,College,2674.730716,56342.0,69.0,0,Corporate Auto,Four-Door Car,331.2,Washington
PR13091,,F,College,9206.429641,55542.0,117.0,0,Personal Auto,Sports Car,310.651386,Oregon
YV73432,,M,College,23187.14574,58466.0,66.0,1,Personal Auto,Two-Door Car,316.8,Oregon
CG90504,,F,College,4770.550911,12964.0,65.0,0,Personal Auto,Two-Door Car,362.774545,Oregon
SH12501,,M,High School or Below,3768.086327,43412.0,94.0,0,Personal Auto,Two-Door Car,509.722387,Washington
ZR58728,,M,Master,2893.739608,82611.0,74.0,1,Personal Auto,Four-Door Car,355.2,Nevada
NS57426,,M,Bachelor,11611.94584,28915.0,76.0,0,Personal Auto,Four-Door Car,364.8,Arizona
HU99414,,M,High School or Below,14246.14841,0.0,207.0,0,Personal Auto,Luxury Car,1490.4,Oregon
LP86596,,F,High School or Below,2554.551152,0.0,70.0,0,Personal Auto,Four-Door Car,336.0,Arizona
HR92775,,F,College,3226.516193,91774.0,81.0,0,Personal Auto,Four-Door Car,285.020982,California
DQ69331,,M,High School or Below,2227.072755,27972.0,61.0,0,Personal Auto,Four-Door Car,292.8,Washington
SP41790,,M,Bachelor,10623.40552,0.0,96.0,0,Personal Auto,Four-Door Car,460.8,California
YA52900,,M,College,8304.688878,0.0,122.0,2,Corporate Auto,SUV,681.328474,Oregon
RQ88363,,F,College,5155.529312,77857.0,64.0,0,Personal Auto,Four-Door Car,160.62847,California
OZ37864,,F,Bachelor,4407.769164,0.0,62.0,0,Personal Auto,Four-Door Car,114.097383,Oregon
EH27304,,F,Doctor,2955.495724,56502.0,74.0,0,Personal Auto,Four-Door Car,355.2,California
CR37971,,M,Bachelor,3900.906002,95018.0,97.0,0,Personal Auto,Four-Door Car,315.879728,Oregon
KL54950,,M,Bachelor,4531.372981,23705.0,122.0,4,Personal Auto,SUV,585.6,Oregon
DS75515,,M,Bachelor,2813.309659,72333.0,70.0,0,Personal Auto,Two-Door Car,177.224451,California
YW72997,,M,High School or Below,7196.721128,0.0,107.0,0,Personal Auto,SUV,770.4,Arizona
MR13691,,M,Bachelor,6301.102478,47622.0,80.0,0,Personal Auto,Four-Door Car,305.544034,Arizona
PP20957,,F,Bachelor,7799.440458,0.0,105.0,0,Personal Auto,SUV,504.0,Nevada
KJ41153,,M,College,8292.626726,79632.0,106.0,1,Personal Auto,SUV,344.048739,Oregon
WX49215,,M,Master,18534.61157,16154.0,62.0,1,Personal Auto,Four-Door Car,91.355165,Oregon
CH78309,,M,College,2906.298309,72211.0,73.0,0,Personal Auto,Four-Door Car,44.912125,Oregon
UF54329,,M,College,6089.77238,70892.0,76.0,0,Corporate Auto,Two-Door Car,206.709951,California
CQ59706,,F,College,5016.144667,49367.0,63.0,0,Personal Auto,Four-Door Car,69.230355,Washington
KP77095,,F,Bachelor,15470.59658,68086.0,194.0,0,Corporate Auto,SUV,218.342169,Arizona
PP14656,,M,Master,5680.467468,90353.0,70.0,0,Personal Auto,Two-Door Car,72.617605,Washington
QM74025,,F,High School or Below,4582.155128,49558.0,115.0,0,Personal Auto,SUV,552.0,Oregon
RW67951,,M,Bachelor,8663.550386,93485.0,72.0,0,Personal Auto,Four-Door Car,127.104785,Washington
ED13353,,M,High School or Below,5274.20076,10629.0,74.0,0,Personal Auto,Four-Door Car,532.8,Oregon
LG49010,,M,Bachelor,2620.601718,10237.0,72.0,0,Personal Auto,Two-Door Car,253.637853,California
UA74474,,F,College,4515.184003,87517.0,112.0,1,Corporate Auto,Four-Door Car,802.278237,Oregon
AC79024,,M,Bachelor,5533.229132,23241.0,70.0,0,Personal Auto,Two-Door Car,504.0,Nevada
SD61306,,M,High School or Below,5216.914471,60861.0,66.0,0,Personal Auto,Four-Door Car,65.425125,Arizona
PF88939,,M,Doctor,7860.086842,21726.0,104.0,0,Personal Auto,SUV,697.010998,Nevada
FG64765,,M,Bachelor,5016.553079,36313.0,67.0,2,Personal Auto,Four-Door Car,300.375887,Arizona
DC79319,,F,Bachelor,3351.567048,29160.0,87.0,0,Personal Auto,Two-Door Car,417.6,California
HS45195,,M,High School or Below,6732.202033,0.0,99.0,0,Personal Auto,Two-Door Car,712.8,California
VN73653,,M,College,6423.739052,0.0,188.0,0,Corporate Auto,Luxury SUV,1621.560425,Oregon
WL72919,,F,College,4974.8733,48139.0,63.0,0,Personal Auto,Four-Door Car,329.494,California
DO31181,,F,College,4739.297046,0.0,76.0,5,Personal Auto,Two-Door Car,38.792481,Oregon
WY23230,,F,College,6086.431746,13688.0,84.0,0,Personal Auto,Two-Door Car,403.2,Oregon
SK89479,,M,College,5016.641406,0.0,73.0,0,Corporate Auto,Four-Door Car,525.6,California
BM30720,,F,High School or Below,7341.794924,27649.0,63.0,0,Personal Auto,Four-Door Car,302.4,Nevada
XG92008,,F,Master,3215.196994,24191.0,80.0,0,Personal Auto,Four-Door Car,103.750234,Arizona
CJ46674,,M,High School or Below,2533.796807,0.0,71.0,0,Corporate Auto,Four-Door Car,517.056582,Oregon
UJ31096,,F,High School or Below,5340.535477,58493.0,67.0,0,Personal Auto,Four-Door Car,321.6,Oregon
GS44464,,F,High School or Below,3644.833554,82477.0,90.0,0,Personal Auto,Two-Door Car,432.0,California
XP35430,,F,College,6382.047596,88663.0,79.0,0,Special Auto,Four-Door Car,379.2,Oregon
QI51950,,F,High School or Below,4303.637883,74057.0,109.0,0,Personal Auto,SUV,523.2,Nevada
PL88841,,M,Bachelor,4228.734374,0.0,63.0,2,Corporate Auto,Two-Door Car,302.4,Arizona
ZW51790,,F,College,10426.08551,52342.0,66.0,3,Personal Auto,Two-Door Car,316.8,Arizona
MY80820,,M,Bachelor,2484.747576,42012.0,63.0,0,Corporate Auto,Four-Door Car,40.754246,California
NE13752,,M,Bachelor,8232.760182,56021.0,69.0,0,Personal Auto,Four-Door Car,279.51121,Arizona
VL51487,,M,High School or Below,21768.69952,35124.0,137.0,0,Personal Auto,SUV,986.4,California
DD97473,,F,High School or Below,2160.920387,0.0,62.0,1,Personal Auto,Four-Door Car,439.001718,Oregon
QJ89807,,F,High School or Below,4423.690041,0.0,125.0,0,Personal Auto,SUV,900.0,Nevada
GK24074,,F,College,3691.765242,37202.0,93.0,0,Personal Auto,Two-Door Car,322.528829,Arizona
DL61016,,M,College,4940.508153,65985.0,71.0,5,Special Auto,Four-Door Car,42.43131,Oregon
EV60177,,F,High School or Below,8503.942634,87771.0,74.0,4,Personal Auto,Four-Door Car,355.2,California
OS96036,,F,College,41143.09011,63624.0,115.0,2,Personal Auto,SUV,306.337632,Arizona
AF37776,,F,Bachelor,10419.16743,80192.0,129.0,0,Personal Auto,SUV,200.662297,California
NC78961,,M,Bachelor,4139.89767,35945.0,105.0,0,Personal Auto,SUV,756.0,Oregon
YA15471,,M,College,7627.660848,93004.0,63.0,0,Corporate Auto,Four-Door Car,205.957043,Oregon
KX80728,,M,High School or Below,6162.369756,0.0,89.0,0,Personal Auto,Four-Door Car,941.347502,Washington
VV47792,,F,College,25807.063,71210.0,214.0,1,Personal Auto,Luxury Car,1027.2,California
GE80842,,F,College,15506.9278,99159.0,190.0,0,Personal Auto,Luxury SUV,912.0,Oregon
QA93530,,F,College,5757.489397,81491.0,72.0,0,Personal Auto,Four-Door Car,61.715527,Nevada
GA27295,,F,Master,39365.29616,99875.0,108.0,0,Personal Auto,SUV,114.972914,California
EL55611,,F,High School or Below,5555.492159,51705.0,139.0,0,Personal Auto,SUV,545.291103,California
TL39050,,F,Bachelor,23893.3041,39837.0,201.0,0,Corporate Auto,Luxury SUV,381.306996,Arizona
ZQ96022,,F,College,9594.78115,31421.0,81.0,0,Personal Auto,Two-Door Car,388.8,Oregon
OM69210,,M,Bachelor,5411.936509,81531.0,135.0,0,Personal Auto,SUV,420.434259,Arizona
VU72280,,F,Bachelor,5318.89664,25134.0,67.0,0,Corporate Auto,Four-Door Car,321.6,California
WC21189,,F,College,7731.713059,37386.0,97.0,0,Corporate Auto,Four-Door Car,465.6,California
JX50334,,F,College,2004.350666,0.0,66.0,4,Corporate Auto,Four-Door Car,316.8,California
GB70736,,F,College,5510.965059,99553.0,68.0,0,Corporate Auto,Four-Door Car,111.586995,Oregon
PU21485,,F,Bachelor,11158.12643,0.0,161.0,0,Corporate Auto,SUV,1159.2,Arizona
MF49636,,M,High School or Below,5390.27165,70705.0,69.0,2,Personal Auto,Two-Door Car,272.024652,Arizona
TG29325,,F,College,2658.217729,22724.0,69.0,0,Personal Auto,Four-Door Car,9.424668,Nevada
MW83318,,F,College,8826.611996,26320.0,111.0,0,Corporate Auto,SUV,603.819794,Oregon
LM54297,,M,Bachelor,4713.404623,0.0,69.0,0,Personal Auto,Four-Door Car,806.534801,Nevada
NI78185,,M,College,2393.915369,0.0,70.0,0,Personal Auto,Four-Door Car,425.266308,California
HL14274,,F,College,11895.18188,88218.0,99.0,0,Personal Auto,Two-Door Car,50.32306,California
SF86727,,M,Master,5580.960642,25180.0,70.0,0,Personal Auto,Four-Door Car,235.895575,Nevada
EM89554,,F,Bachelor,8617.550432,48091.0,108.0,0,Personal Auto,SUV,132.041491,Oregon
XP50892,,M,High School or Below,3940.123576,92539.0,100.0,0,Corporate Auto,SUV,25.713622,Oregon
VH77056,,F,Bachelor,2448.765205,40658.0,61.0,1,Personal Auto,Four-Door Car,38.379869,Arizona
JF19701,,M,Bachelor,4439.677708,75453.0,112.0,0,Special Auto,SUV,163.9498,Arizona
JN49891,,M,College,2534.946955,94003.0,64.0,0,Personal Auto,Four-Door Car,307.2,Oregon
CX65318,,M,Master,17420.56565,31737.0,218.0,0,Personal Auto,Luxury SUV,1046.4,Arizona
HL35876,,M,College,2393.915369,0.0,70.0,0,Personal Auto,Four-Door Car,425.266308,Washington
RD87161,,F,High School or Below,2681.332102,0.0,71.0,1,Personal Auto,Four-Door Car,340.8,Washington
CF50291,,F,College,4272.80504,0.0,114.0,0,Personal Auto,Four-Door Car,1343.619461,California
VF35858,,M,Bachelor,15284.33065,48885.0,190.0,0,Personal Auto,Luxury Car,1090.122048,California
XG55762,,F,Bachelor,20186.34693,0.0,79.0,0,Corporate Auto,Four-Door Car,379.2,Nevada
EC28314,,M,Bachelor,4984.618655,86305.0,62.0,0,Personal Auto,Four-Door Car,80.73124,California
GR53936,,F,Bachelor,5246.278375,28909.0,66.0,0,Corporate Auto,Two-Door Car,456.702735,Oregon
DV51398,,M,High School or Below,8827.229838,0.0,123.0,1,Personal Auto,SUV,1088.38378,California
YF81002,,M,College,3269.013926,26140.0,84.0,1,Personal Auto,Two-Door Car,403.2,Oregon
YM20358,,M,Bachelor,16979.79757,35095.0,73.0,0,Personal Auto,Two-Door Car,525.6,Oregon
AZ75509,,F,Bachelor,2479.920134,31678.0,63.0,0,Personal Auto,Two-Door Car,76.629988,Arizona
No93155,,M,Master,7200.566588,28245.0,62.0,0,Personal Auto,Two-Door Car,297.6,Arizona
FG21322,,F,Bachelor,7917.119912,0.0,72.0,0,Personal Auto,Four-Door Car,345.6,Oregon
GO44613,,F,High School or Below,24061.11048,19168.0,106.0,1,Personal Auto,SUV,508.8,Nevada
ZW93288,,F,Master,19160.98994,22705.0,239.0,0,Personal Auto,Luxury SUV,1294.700423,California
MS67230,,F,College,23295.06014,86481.0,65.0,0,Corporate Auto,Two-Door Car,189.971267,Nevada
FQ32742,,M,Doctor,7553.936525,38008.0,68.0,4,Personal Auto,Four-Door Car,321.789644,Arizona
YF30946,,M,College,2405.618791,63032.0,61.0,0,Personal Auto,Four-Door Car,404.550554,California
TH69908,,F,College,4865.371797,27228.0,129.0,4,Personal Auto,Sports Car,238.262773,Washington
QA78691,,F,Bachelor,16388.09542,0.0,68.0,1,Personal Auto,Four-Door Car,483.578159,Nevada
NL44360,,F,Bachelor,2611.14858,13424.0,71.0,0,Personal Auto,Four-Door Car,340.8,Oregon
HO77809,,F,College,8688.754812,59098.0,110.0,0,Personal Auto,SUV,665.931223,Oregon
MC30750,,F,Master,13736.1325,16181.0,181.0,0,Personal Auto,SUV,1261.319869,Oregon
HU41273,,M,High School or Below,8564.768226,95697.0,107.0,0,Personal Auto,Sports Car,178.006524,Oregon
VS73599,,M,College,7019.177186,26806.0,63.0,0,Personal Auto,Four-Door Car,302.4,Arizona
TO74000,,M,High School or Below,8114.409136,30595.0,69.0,0,Corporate Auto,Four-Door Car,446.08476,Oregon
MS45259,,M,College,4864.382304,88079.0,61.0,0,Personal Auto,Two-Door Car,121.88814,Nevada
LI45265,,F,Bachelor,8569.422637,99803.0,71.0,0,Personal Auto,Four-Door Car,189.143402,Oregon
LK70293,,F,High School or Below,17793.60797,0.0,118.0,0,Personal Auto,Four-Door Car,1118.990694,Nevada
FY24370,,M,Bachelor,12944.18562,0.0,191.0,0,Personal Auto,Luxury Car,1375.2,Oregon
YE64125,,F,College,2649.207711,36283.0,68.0,1,Personal Auto,Four-Door Car,291.410965,Oregon
QT39025,,F,Bachelor,4582.899414,66991.0,115.0,0,Personal Auto,SUV,399.617715,Arizona
LO15516,,M,Bachelor,2691.70088,34322.0,70.0,2,Corporate Auto,Four-Door Car,336.0,California
FM47139,,F,College,2466.376803,44855.0,63.0,1,Personal Auto,Four-Door Car,103.607499,Oregon
LW59140,,M,Bachelor,9277.472901,97729.0,115.0,1,Personal Auto,Four-Door Car,221.047584,Arizona
JA26024,,F,High School or Below,4142.561212,48263.0,104.0,0,Personal Auto,Two-Door Car,674.863718,Oregon
YF16441,,F,Bachelor,27990.27159,68343.0,79.0,0,Personal Auto,Two-Door Car,379.2,California
QT43282,,M,Master,9409.143498,76847.0,118.0,0,Corporate Auto,SUV,31.58501,Oregon
NL17964,,M,High School or Below,2581.022016,35795.0,65.0,0,Personal Auto,Four-Door Car,312.0,Oregon
CD27895,,F,Bachelor,7637.111954,0.0,71.0,0,Personal Auto,Four-Door Car,340.8,California
CF62992,,F,High School or Below,2471.077732,53074.0,61.0,0,Personal Auto,Two-Door Car,268.773368,Oregon
QK23742,,F,College,2302.818965,0.0,63.0,0,Corporate Auto,Four-Door Car,732.638975,California
UV64489,,F,Bachelor,8716.368952,28743.0,112.0,0,Personal Auto,SUV,537.6,Arizona
ED65109,,F,College,5207.985921,81839.0,65.0,1,Personal Auto,Four-Door Car,74.666163,California
SC40169,,F,College,2719.506996,14030.0,72.0,0,Personal Auto,Two-Door Car,345.6,Oregon
PW88443,,F,College,2452.726922,32764.0,61.0,0,Personal Auto,Two-Door Car,292.953446,Oregon
YZ38778,,M,Master,3829.090645,74775.0,95.0,0,Personal Auto,Four-Door Car,676.658911,Oregon
EO77382,,F,Bachelor,8873.525122,53503.0,114.0,0,Personal Auto,Four-Door Car,547.2,Arizona
SM42728,,M,College,15925.05739,34455.0,135.0,0,Personal Auto,SUV,648.0,California
PX31667,,M,High School or Below,2952.360309,52198.0,74.0,0,Personal Auto,Two-Door Car,355.2,Washington
NC35008,,F,College,15923.95503,64429.0,133.0,2,Personal Auto,SUV,222.080015,Oregon
XC77244,,M,High School or Below,7285.030983,44788.0,61.0,0,Personal Auto,Four-Door Car,386.031248,Oregon
UM52895,,F,Bachelor,13104.30284,30130.0,110.0,0,Personal Auto,SUV,528.0,California
WV39838,,F,College,2436.839358,0.0,65.0,0,Personal Auto,Two-Door Car,149.241472,Arizona
IT92328,,M,High School or Below,9350.872287,0.0,275.0,1,Corporate Auto,Luxury SUV,1980.0,Nevada
QD86074,,F,High School or Below,9035.671134,34337.0,113.0,0,Corporate Auto,Four-Door Car,542.4,Oregon
WH80404,,M,High School or Below,17250.74771,22276.0,111.0,1,Personal Auto,SUV,783.211084,California
XH20787,,M,College,2549.080421,52980.0,64.0,0,Personal Auto,Four-Door Car,191.945693,California
ZU50513,,F,Bachelor,8954.840118,97736.0,74.0,0,Personal Auto,Four-Door Car,60.090984,California
TW42649,,F,College,2467.97792,0.0,67.0,0,Corporate Auto,Two-Door Car,222.903462,Washington
QH46481,,F,High School or Below,7700.619936,0.0,73.0,1,Corporate Auto,Four-Door Car,792.868448,Washington
MQ73697,,F,College,3776.665506,68727.0,94.0,0,Corporate Auto,Two-Door Car,386.520235,Nevada
UG48681,,M,Bachelor,8044.872393,71391.0,67.0,0,Personal Auto,Four-Door Car,284.000172,Nevada
ID58230,,F,College,5029.671927,62271.0,63.0,0,Personal Auto,Four-Door Car,25.478179,California
DY35486,,M,High School or Below,19957.79034,0.0,187.0,0,Personal Auto,Luxury Car,1346.4,California
EP64833,,F,High School or Below,6179.699689,0.0,86.0,0,Corporate Auto,Four-Door Car,412.8,California
MC69755,,F,Bachelor,5678.050167,0.0,76.0,0,Personal Auto,Four-Door Car,364.8,Washington
ZZ41158,,M,College,4089.429492,28506.0,104.0,0,Personal Auto,SUV,499.2,Washington
QM59790,,F,High School or Below,3142.87734,0.0,86.0,0,Personal Auto,Four-Door Car,412.8,Arizona
LL67008,,F,Bachelor,22895.34606,0.0,94.0,0,Corporate Auto,Four-Door Car,676.8,California
ZU69163,,F,Doctor,5586.893159,94161.0,69.0,0,Personal Auto,Four-Door Car,108.989737,California
EB72052,,M,College,12105.29422,33345.0,102.0,0,Personal Auto,SUV,694.078608,Oregon
WA60547,,F,College,11971.97765,64195.0,158.0,4,Personal Auto,SUV,618.288849,California
RV97631,,F,College,15328.45723,0.0,138.0,0,Corporate Auto,SUV,688.828746,Oregon
SS20130,,F,Bachelor,5424.256733,67414.0,68.0,0,Personal Auto,Four-Door Car,148.778455,Oregon
ZI72165,,M,High School or Below,4981.825724,33176.0,63.0,0,Corporate Auto,Four-Door Car,302.4,Arizona
HD29166,,F,Bachelor,14635.45158,0.0,139.0,0,Personal Auto,SUV,667.2,Oregon
NP30139,,M,College,6862.866306,56779.0,86.0,0,Corporate Auto,Four-Door Car,435.388932,Oregon
FV54537,,M,College,13745.04802,40810.0,114.0,0,Personal Auto,SUV,780.378964,California
SG62327,,M,High School or Below,8111.651948,30622.0,68.0,0,Corporate Auto,Four-Door Car,326.4,Nevada
FX26050,,M,Doctor,22712.02364,14119.0,67.0,0,Special Auto,Two-Door Car,68.019973,Oregon
DU50092,,F,College,56675.93768,77237.0,283.0,0,Personal Auto,Luxury SUV,1358.4,Oregon
EU48798,,F,College,8160.587729,24980.0,71.0,0,Personal Auto,Two-Door Car,511.2,Nevada
WE93328,,F,High School or Below,3919.366722,66676.0,97.0,0,Corporate Auto,Four-Door Car,558.099357,Nevada
KP83069,,F,High School or Below,7286.155383,0.0,69.0,1,Personal Auto,Four-Door Car,669.716478,California
GO56075,,M,High School or Below,7589.634,0.0,69.0,0,Personal Auto,Four-Door Car,331.2,Oregon
DI19952,,F,Bachelor,9032.370378,0.0,82.0,0,Personal Auto,Four-Door Car,157.208336,Arizona
SV58690,,M,Bachelor,5555.556089,41853.0,71.0,0,Personal Auto,Two-Door Car,155.511553,California
RF35142,,F,Bachelor,8257.666512,23815.0,73.0,0,Personal Auto,Four-Door Car,424.330166,Nevada
CU69816,,M,Bachelor,2721.749756,22885.0,73.0,0,Corporate Auto,Four-Door Car,386.245297,California
JM67025,,M,High School or Below,5230.092742,32630.0,66.0,0,Personal Auto,Four-Door Car,202.961374,Nevada
